名称,区镇,地址,单价,建筑类型,房屋总数,楼栋总数,交易权属,建成年代,物业费,物业公司
淮海巷,黄浦淮海中路,成都南路99弄,0, 未知类型, 13户, 5栋, 使用权, 1986-1994年 , 暂无信息, 暂无信息
复兴中路616弄,黄浦淮海中路,复兴中路616弄5-14号,0, 未知类型, 7户, 5栋, 商品房/使用权, 暂无信息 , 暂无信息, 暂无信息
绍兴路44号,黄浦淮海中路,绍兴路44号,0, 未知类型, 3户, 1栋, 使用权, 暂无信息 , 暂无信息, 暂无信息
南昌路46弄,黄浦淮海中路,南昌路46弄,0, 未知类型, 6户, 3栋, 使用权/私产, 1930年 , 暂无信息, 暂无信息
淮海中路637弄,黄浦淮海中路,淮海中路637弄,0, 塔板结合, 26户, 6栋, 商品房/使用权, 1930年 , 暂无信息, 暂无信息
南昌路58号,黄浦淮海中路,南昌路58号,228735, 塔板结合, 1户, 1栋, 商品房, 1936年 , 7元/平米/月, 无
延安中路527号,黄浦淮海中路,延安中路527号,105030, 板楼, 64户, 3栋, 商品房/使用权, 1977年 , 0.8元/平米/月, 暂无信息
瑞金一路112号,黄浦淮海中路,瑞金一路112号,0, 平房, 1户, 1栋, 使用权, 1930年 , 暂无信息, 暂无信息
淮海中路822号,黄浦淮海中路,淮海中路822号,0, 板楼, 2户, 1栋, 商品房/使用权, 暂无信息 , 暂无信息, 暂无信息
钟和公寓,黄浦淮海中路,"茂名南路116号, 茂名南路122号, 茂名南路124号, 茂名南路126号",195286, 板楼, 65户, 4栋, 商品房/使用权, 1947-1977年 , 0.8至0.85元/平米/月, 宝南物业
巨鹿路225弄,黄浦淮海中路,巨鹿路225弄,0, 塔板结合, 9户, 3栋, 商品房/使用权, 1936年 , 0.6元/平米/月, 无
建国西路112号,黄浦淮海中路,建国西路112号,0, 平房, 2户, 1栋, 使用权, 1999年 , 8元/平米/月, 暂无信息
巨鹿路425弄,黄浦淮海中路,"巨鹿路425弄, 巨鹿路425弄1-3号, 巨鹿路427号",0, 平房, 2户, 2栋, 商品房/使用权, 2010年 , 1元/平米/月, 锦江物业，锦日物业
建国西路70号,黄浦淮海中路,建国西路70号,0, 未知类型, 1户, 1栋, 使用权, 暂无信息 , 暂无信息, 上海永平置业有限公司
重庆南路2号,黄浦淮海中路,重庆南路2号,0, 板楼, 9户, 1栋, 商品房/售后公房, 1970年 , 2元/平米/月, 暂无信息
复兴中路577号,黄浦淮海中路,复兴中路577号,0, 平房, 2户, 1栋, 使用权, 1935年 , 2.2元/平米/月, 暂无信息
绍兴路36弄,黄浦淮海中路,绍兴路36弄,0, 板楼, 20户, 5栋, 使用权, 1940-1998年 , 暂无信息, 暂无信息
陕西南路203号,黄浦淮海中路,陕西南路203号,0, 未知类型, 2户, 1栋, 商品房, 暂无信息 , 暂无信息, 暂无信息
巨鹿路258号,黄浦淮海中路,巨鹿路258号后门,0, 未知类型, 1户, 1栋, 使用权, 暂无信息 , 暂无信息, 暂无信息
建国西路46号,黄浦淮海中路,建国西路46号,114171, 板楼, 20户, 1栋, 商品房/使用权, 1981年 , 1.1元/平米/月, 上海市政物业
南昌路53号新里,黄浦淮海中路,南昌路53号,0, 平房, 1户, 1栋, 使用权, 1950年 , 0.6元/平米/月, 暂无信息
绍兴路80号,黄浦淮海中路,绍兴路80号,0, 未知类型, 1户, 1栋, 商品房, 1936年 , 暂无信息, 暂无信息
瑞金一路138号,黄浦淮海中路,瑞金一路138号,0, 塔板结合, 6户, 1栋, 商品房/使用权, 1946年 , 0.8元/平米/月, 保利物业管理
进贤路226号,黄浦淮海中路,进贤路226号,0, 未知类型, 1户, 1栋, 私产, 1952年 , 暂无信息, 暂无信息
瑞金二路71号,黄浦淮海中路,瑞金二路71号四楼整层,0, 板楼, 1户, 1栋, 售后公房, 1936年 , 0.4元/平米/月, 暂无信息
成都南路91、93、95号,黄浦淮海中路,"成都南路93号, 成都南路95号, 成都南路91号",0, 未知类型, 3户, 1栋, 私产, 暂无信息 , 暂无信息, 暂无信息
进贤路224号,黄浦淮海中路,进贤路224,0, 未知类型, 1户, 1栋, 商品房, 1936年 , 暂无信息, 暂无信息
南昌路205弄,黄浦淮海中路,"南昌路205弄, 南昌路205弄1-10号",0, 未知类型, 8户, 6栋, 商品房/使用权, 暂无信息 , 暂无信息, 暂无信息
思南路97号,黄浦淮海中路,思南路97号,0, 板楼, 145户, 7栋, 商品房/使用权/军产, 1936-1989年 , 暂无信息, 暂无信息
茂名南路136号,黄浦淮海中路,茂名南路136号,120265, 板楼, 30户, 1栋, 商品房/使用权, 1984年 , 0.8元/平米/月, 暂无信息
瑞金二路204号,黄浦淮海中路,瑞金二路204号,92882, 板楼, 28户, 1栋, 商品房/使用权, 1981年 , 暂无信息, 上海永嘉置业管理有限公司
南昌路58号,黄浦淮海中路,南昌路58号,228735, 塔板结合, 1户, 1栋, 商品房, 1936年 , 7元/平米/月, 无
绍兴路1号,黄浦淮海中路,绍兴路1号,0, 未知类型, 2户, 1栋, 商品房/使用权, 1936年 , 暂无信息, 规范物业
淮海中路617号,黄浦淮海中路,淮海中路617号,0, 未知类型, 2户, 1栋, 使用权, 暂无信息 , 暂无信息, 无
淮海中路650弄,黄浦淮海中路,"淮海中路650弄, 淮海中路640-642号",0, 平房, 7户, 5栋, 商品房/售后公房/使用权, 1969年 , 0.5元/平米/月, 无
建国西路130弄,黄浦淮海中路,建国西路130弄,0, 平房, 10户, 5栋, 使用权, 1983年 , 0.6元/平米/月, 暂无信息
兰馨公寓(卢湾),黄浦淮海中路,茂名南路53号,188257, 板楼, 68户, 2栋, 商品房, 2009年 , 15.8元/平米/月, 新昌物业管理(深圳)有限公司上海分公司
城市一品苑,黄浦淮海中路,陕西南路3号,0, 板楼, 96户, 1栋, 商品房, 1999-2010年 , 10元/平米/月, 上海帕默斯顿物业管理有限公司
复兴中路561号,黄浦淮海中路,复兴中路561号,0, 塔板结合, 3户, 2栋, 商品房/使用权, 1936-1996年 , 4.9元/平米/月, 欣春物业
建国西路148号,黄浦淮海中路,建国西路148号,0, 塔楼, 5户, 1栋, 商品房, 1930年 , 3.8元/平米/月, 暂无信息
巨鹿路367号,黄浦淮海中路,巨鹿路367号,0, 平房, 8户, 1栋, 商品房/使用权, 1949年 , 2元/平米/月, 无
陕西南路271弄23支弄,黄浦淮海中路,陕西南路271弄23支弄,143059, 板楼, 163户, 4栋, 商品房/售后公房/使用权, 1979年 , 0.5至1.2元/平米/月, 上海合众物业管理有限公司
延安中路517弄,黄浦淮海中路,延安中路517弄,0, 塔板结合, 3户, 2栋, 使用权, 1996年 , 16元/平米/月, 上海锦茸物业管理有限公司
长乐路87号,黄浦淮海中路,长乐路87号,0, 平房, 2户, 1栋, 使用权, 1935年 , 1.2元/平米/月, 上海新上海商业城物业有限公司
香山路18弄,黄浦淮海中路,香山路18弄,0, 平房, 12户, 6栋, 售后公房/使用权, 1970年 , 0.7元/平米/月, 上海东湖物业管理有限公司
思南路26弄,黄浦淮海中路,思南路26弄,156400, 板楼, 96户, 3栋, 商品房/售后公房/使用权, 1981-1982年 , 0.8元/平米/月, 上海永嘉置业管理有限公司
皋兰路23号,黄浦淮海中路,皋兰路23号,0, 平房, 1户, 1栋, 商品房, 暂无信息 , 0.6元/平米/月, 上海衡昌物业有限公司
巨鹿路395弄,黄浦淮海中路,巨鹿路395弄,0, 塔板结合/平房, 9户, 8栋, 商品房/使用权, 1936-1985年 , 0.8元/平米/月, 上海开城物业管理有限公司
瑞金二路65号,黄浦淮海中路,瑞金二路65号,0, 平房, 3户, 1栋, 已购公房/售后公房/使用权, 1935-1946年 , 0.5元/平米/月, 暂无信息
进贤路138弄,黄浦淮海中路,进贤路138弄,0, 未知类型, 2户, 2栋, 使用权, 暂无信息 , 暂无信息, 暂无信息
巨鹿路393弄,黄浦淮海中路,巨鹿路393弄,0, 平房, 3户, 2栋, 商品房/使用权, 1939-1996年 , 0.8元/平米/月, 暂无信息
建国西路142号,黄浦淮海中路,建国西路142号,0, 未知类型, 1户, 1栋, 商品房, 暂无信息 , 暂无信息, 暂无信息
绍兴路38号,黄浦淮海中路,绍兴路38号,0, 塔板结合, 1户, 1栋, 商品房, 1995年 , 4元/平米/月, 北京京路实业公司
瑞金二路143号后门,黄浦淮海中路,瑞金二路143号,0, 未知类型, 1户, 1栋, 使用权, 暂无信息 , 暂无信息, 暂无信息
延安中路507弄,黄浦淮海中路,延安中路507弄18-20号,0, 未知类型, 2户, 2栋, 商品房/使用权, 暂无信息 , 暂无信息, 暂无信息
香山路10号,黄浦淮海中路,香山路10号,0, 未知类型, 2户, 1栋, 使用权, 暂无信息 , 暂无信息, 暂无信息
白尔登公寓,黄浦淮海中路,陕西南路213号,0, 板楼, 109户, 1栋, 商品房/使用权, 1935年 , 暂无信息, 暂无资料
巨鹿路310弄,黄浦淮海中路,巨鹿路310弄,0, 未知类型, 1户, 1栋, 使用权, 暂无信息 , 暂无信息, 暂无信息
皋兰路27号,黄浦淮海中路,皋兰路27号,0, 平房, 1户, 1栋, 使用权, 1936年 , 0.6元/平米/月, 暂无信息
陕西南路548号,黄浦淮海中路,陕西南路548号,0, 板楼, 57户, 4栋, 商品房/使用权, 1983年 , 暂无信息, 暂无信息
南昌路250号,黄浦淮海中路,南昌路250号,0, 未知类型, 2户, 1栋, 使用权, 暂无信息 , 暂无信息, 暂无信息
瑞金二路47号,黄浦淮海中路,瑞金二路47号,0, 未知类型, 1户, 1栋, 使用权, 暂无信息 , 暂无信息, 暂无信息
淮海中路613弄,黄浦淮海中路,淮海中路613弄,0, 未知类型, 2户, 2栋, 已购公房/使用权, 暂无信息 , 暂无信息, 暂无信息
中和村,黄浦淮海中路,长乐路272弄,0, 板楼, 7户, 4栋, 使用权, 1936-1995年 , 2元/平米/月, 暂无信息
瑞金二路132弄,黄浦淮海中路,瑞金二路132弄,0, 板楼, 11户, 8栋, 商品房/使用权, 2005年 , 1.5元/平米/月, 暂无信息
建国西路138号,黄浦淮海中路,建国西路138号,0, 未知类型, 2户, 1栋, 商品房/使用权, 1937年 , 暂无信息, 暂无信息
巨鹿路258号,黄浦淮海中路,巨鹿路258号后门,0, 未知类型, 1户, 1栋, 使用权, 暂无信息 , 暂无信息, 暂无信息
瑞金二路71号,黄浦淮海中路,瑞金二路71号四楼整层,0, 板楼, 1户, 1栋, 售后公房, 1936年 , 0.4元/平米/月, 暂无信息
瑞金一路138号,黄浦淮海中路,瑞金一路138号,0, 塔板结合, 6户, 1栋, 商品房/使用权, 1946年 , 0.8元/平米/月, 保利物业管理
建国西路70号,黄浦淮海中路,建国西路70号,0, 未知类型, 1户, 1栋, 使用权, 暂无信息 , 暂无信息, 上海永平置业有限公司
进贤路226号,黄浦淮海中路,进贤路226号,0, 未知类型, 1户, 1栋, 私产, 1952年 , 暂无信息, 暂无信息
绍兴路36弄,黄浦淮海中路,绍兴路36弄,0, 板楼, 20户, 5栋, 使用权, 1940-1998年 , 暂无信息, 暂无信息
陕西南路203号,黄浦淮海中路,陕西南路203号,0, 未知类型, 2户, 1栋, 商品房, 暂无信息 , 暂无信息, 暂无信息
重庆南路2号,黄浦淮海中路,重庆南路2号,0, 板楼, 9户, 1栋, 商品房/售后公房, 1970年 , 2元/平米/月, 暂无信息
巨鹿路244弄,黄浦淮海中路,巨鹿路244号,0, 未知类型, 6户, 4栋, 商品房/使用权, 暂无信息 , 暂无信息, 暂无信息
巨鹿路500号,黄浦淮海中路,巨鹿路500号,0, 板楼, 5户, 1栋, 商品房/使用权, 1996年 , 暂无信息, 暂无信息
采寿里,黄浦淮海中路,"巨鹿路383弄, 巨鹿路385号, 巨鹿路383弄1-25号, 巨鹿路383弄10号",144832, 板楼, 27户, 9栋, 商品房/已购公房/使用权, 1937-1987年 , 暂无信息, 无
重庆南路298弄,黄浦淮海中路,重庆南路298弄,138746, 板楼, 221户, 26栋, 商品房/使用权, 1949-1990年 , 2.5元/平米/月, 上海银湾物业管理有限公司
进贤路202弄,黄浦淮海中路,进贤路202弄,0, 板楼, 22户, 14栋, 商品房/已购公房/使用权, 1935-1982年 , 0.8元/平米/月, 上海永嘉置业管理有限公司
南昌路274号,黄浦淮海中路,南昌路274号,125057, 板楼, 15户, 1栋, 商品房, 1977年 , 暂无信息, 万科物业
长乐路61号,黄浦淮海中路,长乐路61号,0, 未知类型, 2户, 1栋, 商品房, 暂无信息 , 暂无信息, 无
渔阳里北区,黄浦淮海中路,老重庆中路64弄之1-36号,299333, 板楼, 56户, 36栋, 商品房/使用权, 1930-2001年 , 暂无信息, 暂无信息
建国西路196号,黄浦淮海中路,建国西路196号,0, 板楼, 4户, 1栋, 使用权, 1930年 , 暂无信息, 暂无信息
国泰公寓,黄浦淮海中路,淮海中路816弄39号,0, 未知类型, 8户, 5栋, 商品房/使用权, 暂无信息 , 暂无信息, 暂无信息
永嘉路1弄,黄浦淮海中路,永嘉路1弄,0, 未知类型, 6户, 4栋, 使用权, 1936-1987年 , 暂无信息, 暂无信息
巨鹿路368号,黄浦淮海中路,巨鹿路368号二楼,0, 未知类型, 1户, 1栋, 使用权, 暂无信息 , 暂无信息, 暂无信息
建国西路136号,黄浦淮海中路,建国西路136号,0, 未知类型, 1户, 1栋, 使用权, 暂无信息 , 暂无信息, 暂无信息
南昌路216号,黄浦淮海中路,南昌路216号,0, 未知类型, 1户, 1栋, 商品房, 1936年 , 暂无信息, 暂无信息
长乐路81号,黄浦淮海中路,长乐路81号,0, 未知类型, 1户, 1栋, 使用权, 暂无信息 , 暂无信息, 暂无信息
复兴中路587弄,黄浦淮海中路,复兴中路587弄,125071, 未知类型, 11户, 4栋, 商品房/使用权, 1930-1940年 , 暂无信息, 上海上房物业管理有限公司昆山分公司
巨鹿路403号,黄浦淮海中路,巨鹿路403号,0, 未知类型, 4户, 1栋, 使用权, 暂无信息 , 暂无信息, 暂无信息
兴安路,黄浦淮海中路,兴安路157号,0, 未知类型, 6户, 3栋, 商品房/使用权/私产, 暂无信息 , 暂无信息, 暂无信息
瑞金二路67号,黄浦淮海中路,瑞金二路67号,0, 未知类型, 2户, 1栋, 商品房/使用权, 暂无信息 , 暂无信息, 暂无信息
牌楼路41弄,黄浦老西门,牌楼路41弄,110287, 板楼, 186户, 6栋, 商品房/使用权, 1990-1992年 , 1.14元/平米/月, 上海锦南物业经营有限公司
大林路43弄,黄浦老西门,大林路43弄,0, 板楼, 167户, 6栋, 商品房/使用权, 1991-1992年 , 0.62元/平米/月, 上海市黄浦区老西门街道大林居委会
尚文路267弄,黄浦老西门,尚文路267弄,0, 板楼, 48户, 2栋, 商品房/使用权, 1988-1989年 , 0.5元/平米/月, 上海南房集团物业管理有限公司
恒安坊,黄浦老西门,"方浜西路45号, 方浜西路63弄, 方浜西路53号, 方浜西路55号, 方浜西路63弄1-59号",0, 塔楼/板楼, 66户, 26栋, 商品房/使用权, 1960-1996年 , 暂无信息, 暂无信息
慎餘里,黄浦老西门,会稽路45弄1-35号,0, 塔楼, 9户, 7栋, 使用权, 1995年 , 1.2元/平米/月, 暂无信息
唐城公寓,黄浦老西门,迎勋北路8弄,96392, 塔楼/板楼, 237户, 2栋, 商品房, 1998-2001年 , 1.45元/平米/月, 上海老西门物业管理有限公司
林荫大楼,黄浦老西门,林荫路260弄,99218, 塔楼, 166户, 1栋, 商品房/售后公房/使用权, 1990年 , 1.2元/平米/月, 上海上实物业管理有限公司
公馆77,黄浦老西门,建国新路77弄,165680, 板楼, 270户, 5栋, 商品房/使用权, 2003-2012年 , 4.2元/平米/月, 上海欣源物业管理有限公司
雅庐苑,黄浦老西门,陆家浜路1235弄,106630, 板楼, 208户, 5栋, 商品房/使用权, 2003-2009年 , 2元/平米/月, 华浩物业管理有限公司
梦花街163弄,黄浦老西门,梦花街163弄,0, 未知类型, 4户, 3栋, 售后公房/使用权, 暂无信息 , 暂无信息, 自主物业
蓬莱路405弄,黄浦老西门,蓬莱路405弄,0, 塔板结合, 5户, 3栋, 商品房/使用权, 1959年 , 1元/平米/月, 暂无信息
学宫街63弄,黄浦老西门,学宫街63弄,0, 板楼/塔板结合, 5户, 3栋, 商品房/使用权, 1980年 , 暂无信息, 暂无信息
蓬莱路362弄,黄浦老西门,蓬莱路362弄,0, 板楼, 30户, 2栋, 商品房/使用权, 1990年 , 0.5元/平米/月, 上海市永福物业有限公司
曹市弄57弄,黄浦老西门,曹市弄57弄1-10号,0, 塔板结合, 1户, 1栋, 商品房, 1959年 , 1元/平米/月, 上海豫园置业发展有限公司
安澜路13弄,黄浦老西门,安澜路13弄,0, 板楼, 40户, 2栋, 商品房/使用权, 1978年 , 1.5元/平米/月, 上海市黄浦区老西门街道大林居委会
大吉路175,黄浦老西门,大吉路175,0, 未知类型, 1户, 1栋, 使用权, 暂无信息 , 暂无信息, 暂无信息
人民路958弄,黄浦老西门,人民路958弄,0, 塔板结合, 5户, 5栋, 商品房/使用权, 1956-1981年 , 暂无信息, 暂无信息
庄家街34号,黄浦老西门,庄家街34号,0, 未知类型, 2户, 1栋, 商品房/使用权, 暂无信息 , 暂无信息, 暂无信息
南车站路41弄,黄浦老西门,南车站路41弄,0, 板楼, 4户, 2栋, 使用权, 1985-1995年 , 0.5元/平米/月, 丽南物业
中海建国里,黄浦老西门,西藏南路688弄,218076, 板楼, 990户, 13栋, 商品房, 2020-2022年 , 9.6元/平米/月, 中海物业管理（上海）有限公司
大吉路310弄,黄浦老西门,大吉路310弄,0, 平房, 3户, 3栋, 商品房/使用权, 1955年 , 3元/平米/月, 暂无信息
大吉路314号,黄浦老西门,大吉路314号,0, 未知类型, 1户, 1栋, 商品房, 暂无信息 , 暂无信息, 暂无信息
宁安路107弄,黄浦老西门,宁安路107弄,0, 未知类型, 4户, 3栋, 使用权, 暂无信息 , 暂无信息, 自主物业
大吉路24号,黄浦老西门,大吉路24号,0, 未知类型, 3户, 1栋, 商品房/使用权, 暂无信息 , 暂无信息, 暂无信息
复兴珑御二期,黄浦老西门,"西藏南路复兴珑御二期,盐城路29号",211546, 板楼, 407户, 9栋, 商品房/已购公房, 2019-2021年 , 8.8元/平米/月, 第一太平戴维斯物业
复兴珑御一期,黄浦老西门,"西藏南路复兴珑御一期,中华路1378号",208663, 板楼, 498户, 5栋, 商品房/使用权, 2003-2020年 , 8.8元/平米/月, 第一太平戴維斯
五坊园,黄浦老西门,陆家浜路821弄,159397, 板楼, 330户, 6栋, 商品房/动迁安置房/使用权, 2019-2021年 , 7.5元/平米/月, 暂无信息
江阴街430号,黄浦老西门,江阴街430号,0, 未知类型, 3户, 1栋, 售后公房/使用权, 暂无信息 , 暂无信息, 暂无信息
方浜西路63弄,黄浦老西门,方浜西路63弄39号,0, 未知类型, 1户, 1栋, 商品房, 暂无信息 , 暂无信息, 暂无信息
梦花街78弄,黄浦老西门,梦花街78弄,0, 未知类型, 8户, 5栋, 使用权, 暂无信息 , 暂无信息, 暂无信息
寿宁路28弄,黄浦老西门,"寿宁路28弄, 寿宁路20号, 寿宁路28弄15-26号",0, 平房, 9户, 3栋, 使用权, 1995年 , 暂无信息, 暂无信息
